From_Category,To_Category,Percentage_of_finished_paths,Percentage_of_unfinished_paths
C0035,C0061,66.66666666666667,33.333333333333336
C0035,C0062,70.0,30.0
C0035,C0063,0.0,100.0
C0035,C0064,100.0,0.0
C0035,C0065,72.72727272727273,27.272727272727273
C0035,C0067,59.09090909090909,40.90909090909091
C0035,C0068,72.72727272727273,27.272727272727273
C0035,C0070,40.0,60.0
C0035,C0072,100.0,0.0
C0035,C0073,70.0,30.0
C0035,C0074,75.0,25.0
C0035,C0075,75.0,25.0
C0035,C0076,66.66666666666667,33.333333333333336
C0035,C0077,0.0,100.0
C0035,C0078,100.0,0.0
C0035,C0079,25.0,75.0
C0035,C0080,0.0,100.0
C0035,C0081,100.0,0.0
C0035,C0082,66.66666666666667,33.333333333333336
C0035,C0083,33.333333333333336,66.66666666666667
C0035,C0084,20.0,80.0
C0035,C0086,25.0,75.0
C0035,C0087,50.0,50.0
C0035,C0088,60.0,40.0
C0035,C0089,0.0,100.0
C0035,C0090,33.333333333333336,66.66666666666667
C0035,C0091,25.0,75.0
C0035,C0092,33.333333333333336,66.66666666666667
C0035,C0094,100.0,0.0
C0035,C0095,50.0,50.0
C0035,C0096,0.0,100.0
C0035,C0097,100.0,0.0
C0035,C0098,46.666666666666664,53.333333333333336
C0035,C0100,0.0,100.0
C0035,C0101,0.0,100.0
C0035,C0102,57.142857142857146,42.857142857142854
C0035,C0103,40.0,60.0
C0035,C0104,50.0,50.0
C0035,C0105,81.81818181818181,18.181818181818183
C0035,C0107,100.0,0.0
C0035,C0108,55.55555555555556,44.44444444444444
C0035,C0109,100.0,0.0
C0035,C0110,80.0,20.0
C0035,C0111,50.0,50.0
C0035,C0113,100.0,0.0
C0035,C0114,100.0,0.0
C0035,C0115,80.0,20.0
C0035,C0117,54.63917525773196,45.36082474226804
C0035,C0118,95.65217391304348,4.3478260869565215
C0035,C0119,75.0,25.0
C0035,C0120,100.0,0.0
C0035,C0121,100.0,0.0
C0035,C0122,92.3076923076923,7.6923076923076925
C0035,C0123,100.0,0.0
C0035,C0124,100.0,0.0
C0035,C0125,71.42857142857143,28.571428571428573
C0035,C0126,50.0,50.0
C0035,C0128,60.0,40.0
C0035,C0129,50.0,50.0
C0035,C0130,75.0,25.0
C0035,C0131,100.0,0.0
C0035,C0132,77.77777777777777,22.22222222222222
C0035,C0133,60.0,40.0
C0035,C0134,70.58823529411765,29.41176470588235
C0035,C0135,40.0,60.0
C0035,C0137,0.0,100.0
C0035,C0138,100.0,0.0
C0035,C0139,94.11764705882354,5.882352941176471
C0035,C0140,100.0,0.0
C0035,C0142,80.0,20.0
C0035,C0143,68.75,31.25
C0035,C0144,80.0,20.0
C0035,C0145,50.0,50.0
C0035,C0146,100.0,0.0
C0036,C0001,64.96062992125984,35.039370078740156
C0036,C0002,40.0,60.0
C0036,C0003,0.0,100.0
C0036,C0004,50.0,50.0
C0036,C0005,100.0,0.0
C0036,C0006,0.0,100.0
C0036,C0007,47.05882352941177,52.94117647058823
C0036,C0008,85.18518518518519,14.814814814814815
C0036,C0009,44.827586206896555,55.172413793103445
C0036,C0010,86.95652173913044,13.043478260869565
C0036,C0011,37.5,62.5
C0036,C0012,100.0,0.0
C0036,C0013,33.333333333333336,66.66666666666667
C0036,C0014,62.5,37.5
C0036,C0015,80.0,20.0
C0036,C0016,73.55371900826447,26.446280991735538
C0036,C0017,40.0,60.0
C0036,C0019,0.0,100.0
C0036,C0021,0.0,100.0
C0036,C0023,0.0,100.0
C0036,C0028,100.0,0.0
C0036,C0031,66.66666666666667,33.333333333333336
C0036,C0035,0.0,100.0
C0036,C0037,0.0,100.0
C0036,C0039,0.0,100.0
C0036,C0040,100.0,0.0
C0036,C0042,60.0,40.0
C0036,C0045,0.0,100.0
C0036,C0046,0.0,100.0
C0036,C0047,25.0,75.0
C0036,C0048,0.0,100.0
C0036,C0049,66.66666666666667,33.333333333333336
C0036,C0052,100.0,0.0
C0036,C0053,100.0,0.0
C0036,C0054,100.0,0.0
C0036,C0055,83.33333333333333,16.666666666666668
C0036,C0056,50.0,50.0
C0036,C0057,100.0,0.0
C0036,C0058,100.0,0.0
C0036,C0062,0.0,100.0
C0036,C0063,100.0,0.0
C0036,C0065,33.333333333333336,66.66666666666667
C0036,C0067,50.0,50.0
C0036,C0068,50.0,50.0
C0036,C0070,40.0,60.0
C0036,C0073,100.0,0.0
C0036,C0074,0.0,100.0
C0036,C0078,86.95652173913044,13.043478260869565
C0036,C0080,0.0,100.0
C0036,C0081,100.0,0.0
C0036,C0082,0.0,100.0
C0036,C0083,100.0,0.0
C0036,C0084,50.0,50.0
C0036,C0085,100.0,0.0
C0036,C0086,0.0,100.0
C0036,C0087,0.0,100.0
C0036,C0088,100.0,0.0
C0036,C0089,0.0,100.0
C0036,C0091,0.0,100.0
C0036,C0092,100.0,0.0
C0036,C0096,33.333333333333336,66.66666666666667
C0036,C0098,100.0,0.0
C0036,C0102,66.66666666666667,33.333333333333336
C0036,C0104,0.0,100.0
C0036,C0105,100.0,0.0
C0036,C0109,100.0,0.0
C0036,C0112,0.0,100.0
C0036,C0113,100.0,0.0
C0036,C0114,100.0,0.0
C0036,C0115,100.0,0.0
C0036,C0117,64.70588235294117,35.294117647058826
C0036,C0118,65.21739130434783,34.78260869565217
C0036,C0119,80.0,20.0
C0036,C0122,100.0,0.0
C0036,C0124,100.0,0.0
C0036,C0126,62.5,37.5
C0036,C0127,0.0,100.0
C0036,C0129,100.0,0.0
C0036,C0132,50.0,50.0
C0036,C0133,76.92307692307692,23.076923076923077
C0036,C0134,0.0,100.0
C0036,C0135,50.0,50.0
C0036,C0137,60.0,40.0
C0036,C0138,66.66666666666667,33.333333333333336
C0036,C0139,73.33333333333333,26.666666666666668
C0036,C0140,40.0,60.0
C0036,C0142,100.0,0.0
C0036,C0143,50.0,50.0
C0036,C0144,80.32786885245902,19.672131147540984
C0036,C0146,79.66101694915254,20.338983050847457
C0037,C0001,64.81892091648189,35.18107908351811
C0037,C0002,66.66666666666667,33.333333333333336
C0037,C0003,56.666666666666664,43.333333333333336
C0037,C0004,72.0,28.0
C0037,C0005,84.61538461538461,15.384615384615385
C0037,C0006,65.3225806451613,34.67741935483871
C0037,C0007,57.751937984496124,42.248062015503876
C0037,C0008,73.2394366197183,26.760563380281692
C0037,C0009,78.65853658536585,21.341463414634145
C0037,C0010,47.22222222222222,52.77777777777778
C0037,C0011,61.111111111111114,38.888888888888886
C0037,C0012,81.25,18.75
C0037,C0013,63.63636363636363,36.36363636363637
C0037,C0014,73.38709677419355,26.612903225806452
C0037,C0015,75.55555555555556,24.444444444444443
C0037,C0016,58.333333333333336,41.666666666666664
C0037,C0017,66.66666666666667,33.333333333333336
C0037,C0019,50.0,50.0
C0037,C0020,42.857142857142854,57.142857142857146
C0037,C0021,100.0,0.0
C0037,C0022,42.857142857142854,57.142857142857146
C0037,C0023,0.0,100.0
C0037,C0024,50.0,50.0
C0037,C0025,0.0,100.0
C0037,C0028,77.77777777777777,22.22222222222222
C0037,C0030,100.0,0.0
C0037,C0031,81.81818181818181,18.181818181818183
C0037,C0032,80.0,20.0
C0037,C0033,0.0,100.0
C0037,C0034,65.3061224489796,34.69387755102041
C0037,C0035,0.0,100.0
C0037,C0037,86.66666666666667,13.333333333333334
C0037,C0038,100.0,0.0
C0037,C0039,0.0,100.0
C0037,C0040,75.0,25.0
C0037,C0041,33.333333333333336,66.66666666666667
C0037,C0042,54.5045045045045,45.4954954954955
C0037,C0043,0.0,100.0
C0037,C0044,100.0,0.0
C0037,C0045,83.33333333333333,16.666666666666668
C0037,C0046,100.0,0.0
C0037,C0047,100.0,0.0
C0037,C0048,100.0,0.0
C0037,C0049,100.0,0.0
C0037,C0051,87.5,12.5
C0037,C0052,50.0,50.0
C0037,C0053,82.6086956521739,17.391304347826086
C0037,C0054,66.66666666666667,33.333333333333336
C0037,C0055,79.24528301886792,20.754716981132077
C0037,C0056,33.333333333333336,66.66666666666667
C0037,C0057,100.0,0.0
C0037,C0058,60.0,40.0
C0037,C0059,66.66666666666667,33.333333333333336
C0037,C0061,0.0,100.0
C0037,C0062,66.66666666666667,33.333333333333336
C0037,C0063,0.0,100.0
C0037,C0064,75.0,25.0
C0037,C0065,80.0,20.0
C0037,C0067,60.0,40.0
C0037,C0068,66.66666666666667,33.333333333333336
C0037,C0070,0.0,100.0
C0037,C0074,80.0,20.0
C0037,C0075,75.0,25.0
C0037,C0076,57.142857142857146,42.857142857142854
C0037,C0079,23.529411764705884,76.47058823529412
C0037,C0080,80.0,20.0
C0037,C0081,100.0,0.0
C0037,C0083,100.0,0.0
C0037,C0084,50.0,50.0
C0037,C0085,100.0,0.0
C0037,C0086,0.0,100.0
C0037,C0087,66.66666666666667,33.333333333333336
C0037,C0088,100.0,0.0
C0037,C0089,60.0,40.0
C0037,C0090,50.0,50.0
C0037,C0091,0.0,100.0
C0037,C0092,87.5,12.5
C0037,C0093,76.66666666666667,23.333333333333332
C0037,C0095,0.0,100.0
C0037,C0096,72.72727272727273,27.272727272727273
C0037,C0098,75.0,25.0
C0037,C0101,50.0,50.0
C0037,C0102,100.0,0.0
C0037,C0103,100.0,0.0
C0037,C0104,100.0,0.0
C0037,C0105,73.52941176470588,26.470588235294116
C0037,C0107,77.27272727272727,22.727272727272727
C0037,C0108,50.0,50.0
C0037,C0109,100.0,0.0
C0037,C0110,28.571428571428573,71.42857142857143
C0037,C0111,80.0,20.0
C0037,C0112,100.0,0.0
C0037,C0113,0.0,100.0
C0037,C0115,71.42857142857143,28.571428571428573
C0037,C0116,74.57627118644068,25.423728813559322
C0037,C0117,56.81818181818182,43.18181818181818
C0037,C0118,62.31884057971015,37.68115942028985
C0037,C0119,70.96774193548387,29.032258064516128
C0037,C0120,100.0,0.0
C0037,C0121,85.71428571428571,14.285714285714286
C0037,C0122,100.0,0.0
C0037,C0123,79.41176470588235,20.58823529411765
C0037,C0124,100.0,0.0
C0037,C0125,75.0,25.0
C0037,C0126,0.0,100.0
C0037,C0129,44.5945945945946,55.4054054054054
C0037,C0130,100.0,0.0
C0037,C0132,69.23076923076923,30.76923076923077
C0037,C0133,50.0,50.0
C0037,C0134,35.0,65.0
C0037,C0135,59.09090909090909,40.90909090909091
C0037,C0136,66.3677130044843,33.63228699551569
C0037,C0137,49.152542372881356,50.847457627118644
C0037,C0138,60.0,40.0
C0037,C0139,73.6842105263158,26.31578947368421
C0037,C0140,57.77777777777778,42.22222222222222
C0037,C0143,60.0,40.0
C0037,C0144,72.41379310344827,27.586206896551722
C0037,C0146,100.0,0.0
C0038,C0001,74.30555555555556,25.694444444444443
C0038,C0002,50.0,50.0
C0038,C0003,82.75862068965517,17.24137931034483
C0038,C0004,77.77777777777777,22.22222222222222
C0038,C0005,80.76923076923077,19.23076923076923
C0038,C0006,78.26086956521739,21.73913043478261
C0038,C0007,79.7752808988764,20.224719101123597
C0038,C0008,81.30841121495327,18.69158878504673
C0038,C0009,71.42857142857143,28.571428571428573
C0038,C0010,76.47058823529412,23.529411764705884
C0038,C0011,61.111111111111114,38.888888888888886
C0038,C0012,42.857142857142854,57.142857142857146
C0038,C0013,50.0,50.0
C0038,C0014,78.2051282051282,21.794871794871796
C0038,C0015,79.41176470588235,20.58823529411765
C0038,C0016,68.51851851851852,31.48148148148148
C0038,C0017,50.0,50.0
C0038,C0019,80.0,20.0
C0038,C0020,90.0,10.0
C0038,C0021,100.0,0.0
C0038,C0022,33.333333333333336,66.66666666666667
C0038,C0023,0.0,100.0
C0038,C0028,85.71428571428571,14.285714285714286
C0038,C0030,100.0,0.0
C0038,C0031,75.0,25.0
C0038,C0032,100.0,0.0
C0038,C0033,100.0,0.0
C0038,C0034,62.5,37.5
C0038,C0035,75.0,25.0
C0038,C0036,50.0,50.0
C0038,C0037,33.333333333333336,66.66666666666667
C0038,C0038,97.29729729729729,2.7027027027027026
C0038,C0039,87.5,12.5
C0038,C0040,100.0,0.0
C0038,C0041,77.77777777777777,22.22222222222222
C0038,C0042,60.869565217391305,39.130434782608695
C0038,C0043,0.0,100.0
C0038,C0044,100.0,0.0
C0038,C0048,50.0,50.0
C0038,C0049,78.57142857142857,21.428571428571427
C0038,C0050,100.0,0.0
C0038,C0051,75.0,25.0
C0038,C0052,93.75,6.25
C0038,C0053,75.0,25.0
C0038,C0054,100.0,0.0
C0038,C0055,88.88888888888889,11.11111111111111
C0038,C0056,77.77777777777777,22.22222222222222
C0038,C0057,50.0,50.0
C0038,C0058,83.33333333333333,16.666666666666668
C0038,C0059,66.66666666666667,33.333333333333336
C0038,C0060,100.0,0.0
C0038,C0061,100.0,0.0
C0038,C0062,66.66666666666667,33.333333333333336
C0038,C0065,80.0,20.0
C0038,C0067,70.58823529411765,29.41176470588235
C0038,C0068,100.0,0.0
C0038,C0069,100.0,0.0
C0038,C0070,66.66666666666667,33.333333333333336
C0038,C0072,25.0,75.0
C0038,C0073,100.0,0.0
C0038,C0075,100.0,0.0
C0038,C0076,50.0,50.0
C0038,C0077,100.0,0.0
C0038,C0078,50.0,50.0
C0038,C0079,100.0,0.0
C0038,C0080,0.0,100.0
C0038,C0081,100.0,0.0
C0038,C0084,44.44444444444444,55.55555555555556
C0038,C0085,100.0,0.0
C0038,C0086,50.0,50.0
C0038,C0087,80.0,20.0
C0038,C0088,100.0,0.0
C0038,C0089,0.0,100.0
C0038,C0090,0.0,100.0
C0038,C0092,50.0,50.0
C0038,C0093,0.0,100.0
C0038,C0098,50.0,50.0
C0038,C0102,92.3076923076923,7.6923076923076925
C0038,C0103,80.0,20.0
C0038,C0104,100.0,0.0
C0038,C0105,88.88888888888889,11.11111111111111
C0038,C0106,0.0,100.0
C0038,C0107,83.33333333333333,16.666666666666668
C0038,C0108,100.0,0.0
C0038,C0109,100.0,0.0
C0038,C0110,50.0,50.0
C0038,C0111,90.47619047619048,9.523809523809524
C0038,C0112,0.0,100.0
C0038,C0113,71.42857142857143,28.571428571428573
C0038,C0114,0.0,100.0
C0038,C0115,60.0,40.0
C0038,C0117,61.61616161616162,38.38383838383838
C0038,C0118,87.5,12.5
C0038,C0119,75.0,25.0
C0038,C0120,77.77777777777777,22.22222222222222
C0038,C0121,75.0,25.0
C0038,C0122,85.71428571428571,14.285714285714286
C0038,C0123,75.0,25.0
C0038,C0124,83.33333333333333,16.666666666666668
C0038,C0125,100.0,0.0
C0038,C0126,73.33333333333333,26.666666666666668
C0038,C0128,0.0,100.0
C0038,C0129,68.42105263157895,31.57894736842105
C0038,C0130,25.0,75.0
C0038,C0132,33.333333333333336,66.66666666666667
C0038,C0133,82.75862068965517,17.24137931034483
C0038,C0134,64.70588235294117,35.294117647058826
C0038,C0135,50.0,50.0
C0038,C0136,62.5,37.5
C0038,C0137,0.0,100.0
C0038,C0138,100.0,0.0
C0038,C0139,93.33333333333333,6.666666666666667
C0038,C0140,71.42857142857143,28.571428571428573
C0038,C0142,33.333333333333336,66.66666666666667
C0038,C0143,80.0,20.0
C0038,C0144,75.0,25.0
C0038,C0145,66.66666666666667,33.333333333333336
C0038,C0146,100.0,0.0
C0039,C0001,68.29745596868885,31.702544031311156
C0039,C0002,25.0,75.0
C0039,C0003,66.66666666666667,33.333333333333336
C0039,C0004,65.0,35.0
C0039,C0005,80.95238095238095,19.047619047619047
C0039,C0006,71.42857142857143,28.571428571428573
C0039,C0007,58.92857142857143,41.07142857142857
C0039,C0008,76.92307692307692,23.076923076923077
C0039,C0009,73.07692307692308,26.923076923076923
C0039,C0010,55.55555555555556,44.44444444444444
C0039,C0011,50.0,50.0
C0039,C0012,57.142857142857146,42.857142857142854
C0039,C0013,71.42857142857143,28.571428571428573
C0039,C0014,51.724137931034484,48.275862068965516
C0039,C0015,66.66666666666667,33.333333333333336
C0039,C0016,72.35772357723577,27.642276422764226
C0039,C0017,25.0,75.0
C0039,C0020,100.0,0.0
C0039,C0022,0.0,100.0
C0039,C0024,0.0,100.0
C0039,C0025,0.0,100.0
C0039,C0028,40.0,60.0
C0039,C0029,100.0,0.0
C0039,C0030,100.0,0.0
C0039,C0031,88.88888888888889,11.11111111111111
C0039,C0032,75.0,25.0
C0039,C0033,100.0,0.0
C0039,C0034,61.53846153846154,38.46153846153846
C0039,C0035,100.0,0.0
C0039,C0036,100.0,0.0
C0039,C0037,0.0,100.0
C0039,C0038,60.0,40.0
C0039,C0039,0.0,100.0
C0039,C0041,57.142857142857146,42.857142857142854
C0039,C0042,80.0,20.0
C0039,C0043,100.0,0.0
C0039,C0044,28.571428571428573,71.42857142857143
C0039,C0045,50.0,50.0
C0039,C0046,66.66666666666667,33.333333333333336
C0039,C0047,100.0,0.0
C0039,C0049,100.0,0.0
C0039,C0051,66.66666666666667,33.333333333333336
C0039,C0052,80.0,20.0
C0039,C0053,80.76923076923077,19.23076923076923
C0039,C0054,33.333333333333336,66.66666666666667
C0039,C0055,100.0,0.0
C0039,C0056,87.5,12.5
C0039,C0058,75.0,25.0
C0039,C0059,75.0,25.0
C0039,C0060,66.66666666666667,33.333333333333336
C0039,C0061,0.0,100.0
C0039,C0062,77.77777777777777,22.22222222222222
C0039,C0063,33.333333333333336,66.66666666666667
C0039,C0065,85.71428571428571,14.285714285714286
C0039,C0066,100.0,0.0
C0039,C0067,100.0,0.0
C0039,C0068,88.88888888888889,11.11111111111111
C0039,C0070,0.0,100.0
C0039,C0073,0.0,100.0
C0039,C0076,50.0,50.0
C0039,C0078,66.66666666666667,33.333333333333336
C0039,C0080,0.0,100.0
C0039,C0081,75.0,25.0
C0039,C0083,100.0,0.0
C0039,C0084,50.0,50.0
C0039,C0086,0.0,100.0
C0039,C0087,100.0,0.0
C0039,C0089,66.66666666666667,33.333333333333336
C0039,C0092,100.0,0.0
C0039,C0093,100.0,0.0
C0039,C0096,0.0,100.0
C0039,C0098,100.0,0.0
C0039,C0099,0.0,100.0
C0039,C0102,100.0,0.0
C0039,C0103,71.42857142857143,28.571428571428573
C0039,C0104,50.0,50.0
C0039,C0105,66.66666666666667,33.333333333333336
C0039,C0107,60.0,40.0
C0039,C0108,0.0,100.0
C0039,C0109,100.0,0.0
C0039,C0110,0.0,100.0
C0039,C0111,57.142857142857146,42.857142857142854
C0039,C0112,0.0,100.0
C0039,C0113,80.0,20.0
C0039,C0114,100.0,0.0
C0039,C0115,100.0,0.0
C0039,C0116,66.66666666666667,33.333333333333336
C0039,C0117,81.15942028985508,18.840579710144926
C0039,C0118,81.25,18.75
C0039,C0119,67.70186335403727,32.298136645962735
C0039,C0120,100.0,0.0
C0039,C0121,0.0,100.0
C0039,C0122,71.42857142857143,28.571428571428573
C0039,C0123,100.0,0.0
C0039,C0124,75.0,25.0
C0039,C0127,100.0,0.0
C0039,C0128,100.0,0.0
C0039,C0129,66.66666666666667,33.333333333333336
C0039,C0130,100.0,0.0
C0039,C0132,100.0,0.0
C0039,C0133,44.44444444444444,55.55555555555556
C0039,C0134,81.81818181818181,18.181818181818183
C0039,C0135,90.47619047619048,9.523809523809524
C0039,C0136,100.0,0.0
C0039,C0137,82.3529411764706,17.647058823529413
C0039,C0138,60.0,40.0
C0039,C0139,100.0,0.0
C0039,C0140,100.0,0.0
C0039,C0141,50.0,50.0
C0039,C0142,66.66666666666667,33.333333333333336
C0039,C0143,42.857142857142854,57.142857142857146
C0039,C0144,69.38775510204081,30.612244897959183
C0039,C0145,33.333333333333336,66.66666666666667
C0039,C0146,100.0,0.0
C0040,C0001,71.52209492635025,28.477905073649755
C0040,C0002,60.0,40.0
C0040,C0003,60.0,40.0
C0040,C0004,76.66666666666667,23.333333333333332
C0040,C0005,86.36363636363636,13.636363636363637
C0040,C0006,30.76923076923077,69.23076923076923
C0040,C0007,70.4225352112676,29.577464788732396
C0040,C0008,75.96899224806202,24.031007751937985
C0040,C0009,78.46153846153847,21.53846153846154
C0040,C0010,81.81818181818181,18.181818181818183
C0040,C0011,70.58823529411765,29.41176470588235
C0040,C0012,77.77777777777777,22.22222222222222
C0040,C0013,40.0,60.0
C0040,C0014,58.0,42.0
C0040,C0015,64.51612903225806,35.483870967741936
C0040,C0016,72.81553398058253,27.184466019417474
C0040,C0017,60.0,40.0
C0040,C0019,60.0,40.0
C0040,C0023,50.0,50.0
C0040,C0026,100.0,0.0
C0040,C0027,100.0,0.0
C0040,C0028,73.33333333333333,26.666666666666668
C0040,C0029,100.0,0.0
C0040,C0030,0.0,100.0
C0040,C0031,88.88888888888889,11.11111111111111
C0040,C0033,50.0,50.0
C0040,C0034,33.333333333333336,66.66666666666667
C0040,C0035,0.0,100.0
C0040,C0036,50.0,50.0
C0040,C0037,0.0,100.0
C0040,C0038,76.47058823529412,23.529411764705884
C0040,C0039,100.0,0.0
C0040,C0040,70.0,30.0
C0040,C0041,50.0,50.0
C0040,C0042,87.5,12.5
C0040,C0043,0.0,100.0
C0040,C0044,100.0,0.0
C0040,C0045,75.0,25.0
C0040,C0046,0.0,100.0
C0040,C0049,78.26086956521739,21.73913043478261
C0040,C0051,83.33333333333333,16.666666666666668
C0040,C0052,70.0,30.0
C0040,C0053,84.21052631578948,15.789473684210526
C0040,C0054,70.0,30.0
C0040,C0055,100.0,0.0
C0040,C0056,83.33333333333333,16.666666666666668
C0040,C0057,66.66666666666667,33.333333333333336
C0040,C0058,83.33333333333333,16.666666666666668
C0040,C0059,66.66666666666667,33.333333333333336
C0040,C0061,71.42857142857143,28.571428571428573
C0040,C0062,61.53846153846154,38.46153846153846
C0040,C0064,50.0,50.0
C0040,C0065,81.25,18.75
C0040,C0066,0.0,100.0
C0040,C0067,80.0,20.0
C0040,C0068,85.71428571428571,14.285714285714286
C0040,C0069,0.0,100.0
C0040,C0070,77.77777777777777,22.22222222222222
C0040,C0072,100.0,0.0
C0040,C0073,50.0,50.0
C0040,C0074,100.0,0.0
C0040,C0076,83.33333333333333,16.666666666666668
C0040,C0078,100.0,0.0
C0040,C0079,0.0,100.0
C0040,C0081,100.0,0.0
C0040,C0083,100.0,0.0
C0040,C0084,33.333333333333336,66.66666666666667
C0040,C0085,60.0,40.0
C0040,C0086,0.0,100.0
C0040,C0088,100.0,0.0
C0040,C0089,0.0,100.0
C0040,C0090,50.0,50.0
C0040,C0091,33.333333333333336,66.66666666666667
C0040,C0093,100.0,0.0
C0040,C0096,0.0,100.0
C0040,C0097,66.66666666666667,33.333333333333336
C0040,C0098,77.77777777777777,22.22222222222222
C0040,C0099,0.0,100.0
C0040,C0100,100.0,0.0
C0040,C0102,50.0,50.0
C0040,C0103,100.0,0.0
C0040,C0104,0.0,100.0
C0040,C0105,100.0,0.0
C0040,C0106,0.0,100.0
C0040,C0107,0.0,100.0
C0040,C0108,0.0,100.0
C0040,C0110,33.333333333333336,66.66666666666667
C0040,C0111,100.0,0.0
C0040,C0112,33.333333333333336,66.66666666666667
C0040,C0113,50.0,50.0
C0040,C0115,53.333333333333336,46.666666666666664
C0040,C0116,100.0,0.0
C0040,C0117,68.51851851851852,31.48148148148148
C0040,C0118,68.75,31.25
C0040,C0119,81.81818181818181,18.181818181818183
C0040,C0120,80.0,20.0
C0040,C0121,88.88888888888889,11.11111111111111
C0040,C0122,75.0,25.0
C0040,C0123,100.0,0.0
C0040,C0125,66.66666666666667,33.333333333333336
C0040,C0126,60.0,40.0
C0040,C0127,50.0,50.0
C0040,C0128,100.0,0.0
C0040,C0129,80.0,20.0
C0040,C0130,0.0,100.0
C0040,C0131,0.0,100.0
C0040,C0132,75.0,25.0
C0040,C0133,68.96551724137932,31.03448275862069
C0040,C0134,52.63157894736842,47.36842105263158
C0040,C0135,78.78787878787878,21.21212121212121
C0040,C0137,66.66666666666667,33.333333333333336
C0040,C0138,0.0,100.0
C0040,C0139,70.83333333333333,29.166666666666668
C0040,C0140,71.42857142857143,28.571428571428573
C0040,C0142,100.0,0.0
C0040,C0143,94.44444444444444,5.555555555555555
C0040,C0144,79.3103448275862,20.689655172413794
C0040,C0145,66.66666666666667,33.333333333333336
C0040,C0146,75.0,25.0
C0041,C0001,67.30506155950752,32.69493844049248
C0041,C0002,66.66666666666667,33.333333333333336
C0041,C0003,61.53846153846154,38.46153846153846
C0041,C0004,57.69230769230769,42.30769230769231
C0041,C0005,78.43137254901961,21.568627450980394
C0041,C0006,42.10526315789474,57.89473684210526
C0041,C0007,62.06896551724138,37.93103448275862
C0041,C0008,75.33333333333333,24.666666666666668
C0041,C0009,68.05555555555556,31.944444444444443
C0041,C0010,64.70588235294117,35.294117647058826
C0041,C0011,54.83870967741935,45.16129032258065
C0041,C0012,75.0,25.0
C0041,C0013,72.72727272727273,27.272727272727273
C0041,C0014,67.53246753246754,32.467532467532465
C0041,C0015,86.84210526315789,13.157894736842104
C0041,C0016,63.513513513513516,36.486486486486484
C0041,C0017,66.66666666666667,33.333333333333336
C0041,C0019,85.71428571428571,14.285714285714286
C0041,C0020,63.63636363636363,36.36363636363637
C0041,C0021,100.0,0.0
C0041,C0022,28.571428571428573,71.42857142857143
C0041,C0023,100.0,0.0
C0041,C0024,33.333333333333336,66.66666666666667
C0041,C0025,0.0,100.0
C0041,C0026,42.857142857142854,57.142857142857146
C0041,C0027,0.0,100.0
C0041,C0028,0.0,100.0
C0041,C0029,84.61538461538461,15.384615384615385
C0041,C0030,83.33333333333333,16.666666666666668
C0041,C0031,50.0,50.0
C0041,C0032,75.0,25.0
C0041,C0033,0.0,100.0
C0041,C0034,28.571428571428573,71.42857142857143
C0041,C0035,60.0,40.0
C0041,C0036,0.0,100.0
C0041,C0037,25.0,75.0
C0041,C0038,83.33333333333333,16.666666666666668
C0041,C0039,100.0,0.0
C0041,C0040,63.63636363636363,36.36363636363637
C0041,C0041,60.0,40.0
C0041,C0042,58.8235294117647,41.1764705882353
C0041,C0043,50.0,50.0
C0041,C0044,0.0,100.0
C0041,C0045,88.88888888888889,11.11111111111111
C0041,C0046,100.0,0.0
C0041,C0047,66.66666666666667,33.333333333333336
C0041,C0048,16.666666666666668,83.33333333333333
C0041,C0049,84.61538461538461,15.384615384615385
C0041,C0051,68.42105263157895,31.57894736842105
C0041,C0052,100.0,0.0
C0041,C0053,81.25,18.75
C0041,C0054,82.6086956521739,17.391304347826086
C0041,C0055,83.33333333333333,16.666666666666668
C0041,C0056,66.66666666666667,33.333333333333336
C0041,C0057,66.66666666666667,33.333333333333336
C0041,C0058,66.66666666666667,33.333333333333336
C0041,C0059,57.142857142857146,42.857142857142854
C0041,C0061,0.0,100.0
C0041,C0062,71.42857142857143,28.571428571428573
C0041,C0064,100.0,0.0
C0041,C0065,0.0,100.0
C0041,C0067,62.5,37.5
C0041,C0068,100.0,0.0
C0041,C0070,63.333333333333336,36.666666666666664
C0041,C0071,64.28571428571429,35.714285714285715
C0041,C0072,75.0,25.0
C0041,C0073,100.0,0.0
C0041,C0074,66.66666666666667,33.333333333333336
C0041,C0076,33.333333333333336,66.66666666666667
C0041,C0077,100.0,0.0
C0041,C0078,60.0,40.0
C0041,C0079,100.0,0.0
C0041,C0080,0.0,100.0
C0041,C0081,100.0,0.0
C0041,C0082,0.0,100.0
C0041,C0083,77.77777777777777,22.22222222222222
C0041,C0084,33.333333333333336,66.66666666666667
C0041,C0086,66.66666666666667,33.333333333333336
C0041,C0087,100.0,0.0
C0041,C0089,33.333333333333336,66.66666666666667
C0041,C0090,50.0,50.0
C0041,C0091,75.0,25.0
C0041,C0093,100.0,0.0
C0041,C0096,57.142857142857146,42.857142857142854
C0041,C0097,0.0,100.0
C0041,C0098,70.0,30.0
C0041,C0099,0.0,100.0
C0041,C0101,0.0,100.0
C0041,C0102,50.0,50.0
C0041,C0103,33.333333333333336,66.66666666666667
C0041,C0104,50.0,50.0
C0041,C0105,100.0,0.0
C0041,C0106,100.0,0.0
C0041,C0107,66.66666666666667,33.333333333333336
C0041,C0108,50.0,50.0
C0041,C0109,100.0,0.0
